Label,Sublabel,Title,Description
Economic Advantage,EVs lower fuel costs,"In Ford's transition to EVs, cost-cutting takes center stage",Ford has made cost-cutting a key piece of its EV strategy as the company works to improve profit margins while meeting what CEO Jim Farley has called...
Economic Advantage,EVs lower fuel costs,"10 investors predict MaaS, on-demand delivery and EVs will dominate the post-Covid future of mobility","""Transportation is important to basically all people and is a real mess, so it will likely continue to be a hot topic and a source of investor interest for years to come."""
Economic Advantage,EVs lower fuel costs,"The Station: Lime scoots towards profitability, a framework for AVs, and another electric vehicle SPAC",Micromobility startups were some that suffered in the early days of the pandemic.  Lime  is the latest example.  Lime said this week it has moved beyond the ...
Economic Advantage,EVs lower fuel costs,"Volvo, Daimler, Traton invest $593 million to build electric truck charging network","Volvo Group, Daimler Truck and Volkswagon's AG heavy-truck business the Traton Group announced on Monday a non-binding agreement to build a network of high..."
Economic Advantage,EVs lower fuel costs,"'Pure' nutritional supplements startup Feel closes $6.2M investment, led by Fuel Ventures","Earlier this year we covered the launch of Heights, a new supplements startup in an increasingly hot category.  Feel, is a year-old UK startup with another..."
Economic Advantage,EVs lower fuel costs,EV conversion startup Opibus raises $7.5M to start bus and motorcycle mass production,"Opibus, the first company in Kenya to commercially future-proof diesel and gasoline vehicles by converting them to electric, is set to embark on an ambitious..."
Economic Advantage,EVs lower fuel costs,Financial forecasting startup Springbox AI launches its apps and raises $2M,"Springbox AI, an AI-powered financial forecasting application designed to replace financial market investment service and aimed at the average financial..."
Economic Advantage,EVs lower fuel costs,Wireless charging tech developer Powermat pivots to industrial applications with Jetsons Robotics partnerhsip,When the two year-old Indian company Jetsons Robotics began searching for a partner to help design charging stations for their autonomous rooftop solar...
Economic Advantage,EVs lower fuel costs,Soci raises $80M for its localized marketing platform,"National and global companies like Ace Hardware, Anytime Fitness, The Hertz Corporation and Nekter Juice Bar use Soci (pronounced soh-shee) to coordinate..."
Economic Advantage,EVs lower fuel costs,Raspberry Pi Foundation launches $4 microcontroller with custom chip,"Meet the Raspberry Pi Pico, a tiny little microcontroller that lets you build hardware projects with some code running on the microcontroller.  If you’re not..."
Economic Advantage,EVs lower fuel costs,Accounting automation startup Georges raises $42.4 million and rebrands to Indy,French startup Georges — or Georges.tech — is raising a new round of funding of $42.4 million (€35 million).  The company is also getting a new name and will...
Economic Advantage,EVs lower fuel costs,Daily Crunch: Trump pardons Anthony Levandowski,"On his way out the door, President Donald Trump pardons a former Googler, Jack Ma reappears and Wattpad gets acquired.  Although Donald Trump is no longer..."
Economic Advantage,EVs lower fuel costs,Fuel prices: Could I save money driving an electric car?,"As petrol and diesel prices continue to increase, interest in electric vehicles is rising"
Economic Advantage,EVs lower fuel costs,Six things the UK could do to tackle climate change,People from the Queen to Greta Thunberg are calling for action - so what should that action be?
Economic Advantage,EVs lower fuel costs,The return of neighborhood retail and other surprising real estate trends,Modern society produced superstar cities filled with skyscraper office and residential buildings.  Most people thought that remote work was here for good and...
Economic Advantage,EVs lower fuel costs,Ford will reportedly slash a quarter of its workforce to fuel EV expansion,"Ford is planning on laying off 8,000 salaried workers as it seeks to lower its costs. The company is reportedly looking to cut staff from its Ford Blue division that builds legacy gas-powered vehicles."
Economic Advantage,EVs lower fuel costs,"The Station: Lyft sells its self-driving unit, Uber makes a big product push and Revel jumps into ride-hailing","JOCO, a new docked e-bike service in New York City, has launched and is already facing some headwinds.  The city has exclusive rights with Citi Bike for..."
Economic Advantage,EVs lower fuel costs,GMC Sierra EV Denali revealed: plug-in-powered pickup goes premium,"The 2024 GMC Sierra EV Denali is the latest electric truck from General Motors, with an estimated 400 miles of range and a fully optioned price of $107,000."
Economic Advantage,EVs lower fuel costs,The EV revolution’s next big roadblock: access to chargers,"The US will need way more EV charging stations to fuel its clean energy dreams. The new bipartisan infrastructure law funds a national network of chargers, but it will also need to address racial and economic disparities in who has access to them."
